1,0,2,0.9898,0.467,0.15,0.617,21.8,22.3,0.01,57.4,-1.08,0.3,0
2,1,2,0.9898,0.307,0.15,0.457,24,24.5,0.15,39.7,-1.07,0.29,0
3,0,2,0.9898,0.404,0.15,0.554,22,23.2,0.1,59.2,-1.06,0.29,1
4,0,2,0.9898,0.404,0.15,0.554,22,23.2,0.1,59.2,-1.06,0.29,-1
5,1,1,1.1945,0.782,0.15,0.932,19.4,20.3,0.4,35.6,-1.04,0.28,-3
6,1,2,0.9898,0.444,0.15,0.594,22.8,23.3,0.15,58.9,-1,0.26,1
7,0,1,0.9343,0.089,0.15,0.239,27.7,28,0.41,81.1,-0.99,0.26,-2
8,0,2,0.9898,0.467,0.15,0.617,22.6,23.9,0.2,59.8,-0.98,0.25,0
9,0,2,0.9898,0.404,0.15,0.554,22.8,23.5,0.05,42.9,-0.98,0.25,0
10,1,1,0.9898,0.307,0.15,0.457,23.4,23.9,0.1,50.8,-0.98,0.25,3
11,1,2,0.9898,0.307,0.15,0.457,23.4,23.9,0.1,50.8,-0.98,0.25,0
12,1,2,1.1945,0.307,0.15,0.457,22.4,23,0.2,61,-0.97,0.25,-1
13,1,1,1.1945,0.307,0.15,0.457,22.4,23,0.2,61,-0.97,0.25,-3
14,1,2,0.9898,0.444,0.15,0.594,22,23.2,0.05,59.2,-0.96,0.25,0
15,0,2,0.8916,0.089,0.15,0.239,27.7,27.9,0.37,78.4,-0.95,0.24,-1
16,1,2,0.8255,0.34,0.15,0.49,26.3,27,0.23,84.2,-0.95,0.24,-1
17,1,2,0.9898,0.645,0.15,0.795,21.2,22.2,0.15,60,-0.93,0.23,0
18,1,2,1.1945,0.307,0.15,0.457,22.8,23.8,0.23,48.4,-0.93,0.23,0
19,0,2,1.1945,0.315,0.15,0.465,22.4,23,0.18,61,-0.91,0.23,-1
20,0,2,0.9898,0.467,0.15,0.617,22.8,23.3,0.15,58.9,-0.91,0.23,0
21,1,2,0.7722,0.348,0.15,0.498,26.3,27,0.23,84.2,-0.91,0.23,-2
22,1,2,0.9898,0.645,0.15,0.795,21.9,23.1,0.25,61.1,-0.9,0.22,-1
23,0,2,0.9898,0.404,0.15,0.554,22.8,23.3,0.1,58.9,-0.89,0.22,-1
24,0,2,0.9898,0.404,0.15,0.554,22.8,23.3,0.1,58.9,-0.89,0.22,0
25,0,2,0.9898,0.404,0.15,0.554,22.8,23.3,0.1,58.9,-0.89,0.22,0
26,0,1,1.1945,0.613,0.15,0.763,20.5,21.2,0.2,37.6,-0.88,0.21,-3
27,1,2,0.9898,0.444,0.15,0.594,22.8,23.5,0.1,42.9,-0.87,0.21,0
28,1,2,0.9898,0.444,0.15,0.594,22.8,23.5,0.1,42.9,-0.87,0.21,0
29,1,2,1.1945,0.307,0.15,0.457,21.8,22.3,0.1,57.4,-0.86,0.2,0
30,1,2,0.9898,0.307,0.15,0.457,24,24.5,0.05,39.7,-0.86,0.21,1
31,0,1,1.1945,0.404,0.15,0.554,20.8,21.6,0.1,63.8,-0.85,0.2,-2
32,1,2,0.9898,0.444,0.15,0.594,23.4,23.9,0.15,50.8,-0.84,0.2,-1
33,1,2,0.9898,0.307,0.15,0.457,23.6,24,0.1,60.7,-0.84,0.2,1
34,1,1,1.1945,0.307,0.15,0.457,21.6,22.8,0.1,56.4,-0.82,0.19,2
35,0,2,0.9898,0.404,0.15,0.554,23.2,23.7,0.05,53.5,-0.81,0.19,0
36,0,2,0.9898,0.467,0.15,0.617,22.8,23.5,0.1,42.9,-0.8,0.19,0
37,0,2,0.9898,0.467,0.15,0.617,22.8,23.5,0.05,42.9,-0.8,0.19,0
38,0,2,0.9898,0.467,0.15,0.617,22.8,23.5,0.05,42.9,-0.8,0.19,0
39,1,2,0.9898,0.645,0.15,0.795,21.9,23.1,0.2,61.1,-0.8,0.19,0
40,1,1,0.9898,0.444,0.15,0.594,23,23.7,0.05,46.6,-0.78,0.18,-2
41,1,1,0.9898,0.444,0.15,0.594,23,23.7,0.05,46.6,-0.78,0.18,-3
42,1,2,0.9898,0.444,0.15,0.594,23,23.7,0.05,46.6,-0.78,0.18,-1
43,1,2,0.9898,0.444,0.15,0.594,23.1,23.9,0.01,41.5,-0.78,0.18,0
44,1,2,0.9898,0.444,0.15,0.594,22.6,23.9,0.05,52.3,-0.78,0.18,1
45,1,2,0.9898,0.444,0.15,0.594,22.6,23.9,0.05,52.3,-0.78,0.18,0
46,1,1,0.9898,0.444,0.15,0.594,22.6,23.9,0.05,52.3,-0.78,0.18,-2
47,1,2,0.9898,0.444,0.15,0.594,22.6,23.9,0.05,52.3,-0.78,0.18,-1
48,1,1,1.1945,0.782,0.15,0.932,20.5,21.2,0.4,37.6,-0.77,0.18,-3
49,1,2,1.1945,0.444,0.15,0.594,21.6,22.4,0.15,50.4,-0.76,0.17,0
50,1,1,0.9898,0.444,0.15,0.594,23.1,23.9,0.05,41.5,-0.76,0.17,-2
51,1,2,0.9898,0.444,0.15,0.594,23.1,23.9,0.05,41.5,-0.76,0.17,-1
52,1,2,0.9898,0.444,0.15,0.594,23.1,23.9,0.1,41.5,-0.76,0.17,1
53,1,2,0.9898,0.444,0.15,0.594,22.6,23.9,0.1,52.3,-0.76,0.17,0
54,1,2,0.9898,0.444,0.15,0.594,22.6,23.9,0.1,52.3,-0.76,0.17,0
55,1,2,0.9898,0.444,0.15,0.594,22.6,23.9,0.1,52.3,-0.76,0.17,0
56,1,2,0.9898,0.444,0.15,0.594,22.6,23.9,0.1,52.3,-0.76,0.17,1
57,0,2,0.9898,0.404,0.15,0.554,23.4,23.9,0.1,50.8,-0.74,0.17,0
58,0,2,0.9898,0.467,0.15,0.617,22.8,23.8,0.05,48.4,-0.72,0.16,0
59,0,2,0.9898,0.467,0.15,0.617,22.8,23.3,0.1,58.9,-0.72,0.16,-1
60,0,2,1.1945,0.467,0.15,0.617,22.8,23.3,0.35,58.9,-0.71,0.15,0
61,0,2,0.9898,0.467,0.15,0.617,22.6,23.9,0.05,52.3,-0.71,0.15,0
62,1,1,0.9898,0.444,0.15,0.594,23.6,24,0.15,60.7,-0.71,0.15,-2
63,1,1,1.1945,0.782,0.15,0.932,19,21.1,0.28,71.3,-0.7,0.15,-3
64,0,2,0.962,0.045,0.15,0.195,26.4,26.8,0.21,89.3,-0.7,0.15,-1
65,1,1,0.9898,0.645,0.15,0.795,21.8,22.3,0.05,57.4,-0.68,0.15,-2
66,0,2,1.0175,0.045,0.15,0.195,27.2,27.7,0.32,76.8,-0.68,0.15,0
67,0,2,0.9898,0.404,0.15,0.554,24.6,25.2,0.2,47.3,-0.66,0.14,0
68,0,2,1.041,0.045,0.15,0.195,27.5,27.7,0.36,79.7,-0.64,0.13,-1
69,0,1,1.1945,0.404,0.15,0.554,21.6,22.8,0.05,49.8,-0.63,0.13,-2
70,0,2,0.9898,0.467,0.15,0.617,22.6,23.9,0.1,59.8,-0.63,0.13,0
71,0,2,1.1945,0.315,0.15,0.465,22.4,23,0.1,61,-0.62,0.13,0
72,0,2,1.1945,0.315,0.15,0.465,22.4,23,0.1,61,-0.62,0.13,0
73,0,2,1.1945,0.315,0.15,0.465,22.4,23,0.1,61,-0.62,0.13,0
74,0,2,1.009,0.089,0.15,0.239,26,27.1,0.21,84.8,-0.62,0.13,-1
75,0,2,0.9898,0.467,0.15,0.617,23.4,23.9,0.05,50.8,-0.59,0.12,0
76,1,1,0.9898,0.782,0.15,0.932,21.9,23.2,0.25,59.7,-0.57,0.12,-3
77,0,2,0.9898,0.613,0.15,0.763,21.9,23.1,0.1,61.1,-0.56,0.11,0
78,1,1,0.9898,0.307,0.15,0.457,24.2,24.9,0.01,62.6,-0.56,0.12,2
79,0,2,1.1945,0.467,0.15,0.617,22.4,23,0.2,61,-0.55,0.11,0
80,1,2,0.7722,0.34,0.15,0.49,26.9,27.2,0.18,83.6,-0.55,0.11,-1
81,0,2,0.9898,0.613,0.15,0.763,22,23.2,0.1,59.2,-0.54,0.11,-1
82,0,2,0.9898,0.613,0.15,0.763,22,23.2,0.1,59.2,-0.54,0.11,0
83,1,2,1.1945,0.307,0.15,0.457,22.8,23.8,0.01,48.4,-0.53,0.11,0
84,1,2,1.1945,0.307,0.15,0.457,22.6,23.9,0.01,52.3,-0.53,0.11,0
85,1,2,1.1945,0.307,0.15,0.457,22.8,23.8,0.1,48.4,-0.52,0.11,-1
86,1,2,1.1945,0.307,0.15,0.457,22.8,23.3,0.1,58.9,-0.52,0.11,1
87,1,2,1.1945,0.307,0.15,0.457,22.6,23.9,0.05,52.3,-0.52,0.11,0
88,1,2,0.7722,0.348,0.15,0.498,26.9,27.2,0.18,83.6,-0.52,0.11,-1
89,1,2,1.1945,0.307,0.15,0.457,23,23.7,0.05,46.6,-0.5,0.1,0
90,1,2,1.1945,0.307,0.15,0.457,23,23.7,0.05,46.6,-0.5,0.1,0
91,0,2,1.0132,0.045,0.15,0.195,28,28.4,0.48,83.3,-0.49,0.1,-1
92,0,2,1.009,0.045,0.15,0.195,28,28.4,0.48,83.3,-0.49,0.1,-1
93,1,2,0.9898,0.782,0.15,0.932,21.2,22.2,0.1,60,-0.48,0.1,0
94,1,1,1.1945,0.444,0.15,0.594,22.6,23.9,0.2,59.8,-0.46,0.09,-2
95,0,1,0.9898,0.467,0.15,0.617,24,24.6,0.15,63.6,-0.43,0.09,2
96,0,2,0.9898,0.404,0.15,0.554,24,24.6,0.01,63.6,-0.43,0.09,0
97,1,2,0.9898,0.782,0.15,0.932,21.8,22.3,0.1,57.4,-0.39,0.08,0
98,1,2,1.1945,0.444,0.15,0.594,22.8,23.8,0.15,48.4,-0.39,0.08,-1
99,0,1,1.1945,0.467,0.15,0.617,22.8,23.3,0.15,58.9,-0.33,0.07,-3
100,1,2,1.1945,0.782,0.15,0.932,19,21.1,0.1,71.3,-0.33,0.07,-1
101,1,2,0.8596,0.34,0.15,0.49,26.3,27,0.23,84.2,-0.33,0.07,-2
102,0,2,1.1945,0.404,0.15,0.554,22.8,23.3,0.1,58.9,-0.32,0.07,0
103,1,1,1.1945,0.782,0.15,0.932,20.5,21.2,0.1,37.6,-0.32,0.07,-2
104,1,2,0.898,0.322,0.15,0.472,26.4,26.8,0.21,89.3,-0.3,0.07,-1
105,1,2,1.1945,0.307,0.15,0.457,23.6,24,0.05,60.7,-0.29,0.07,0
106,1,1,1.1945,0.307,0.15,0.457,23.6,24,0.05,60.7,-0.29,0.07,-3
107,0,2,0.9898,0.404,0.15,0.554,24.4,25.1,0.05,60.1,-0.28,0.07,0
108,0,1,0.9898,0.404,0.15,0.554,24.4,25.1,0.05,60.1,-0.28,0.07,-2
109,1,2,1.1945,0.645,0.15,0.795,21.8,22.3,0.15,57.4,-0.28,0.07,-1
110,1,2,1.1945,0.307,0.15,0.457,23.4,24,0.05,66.3,-0.27,0.07,0
111,1,2,1.1945,0.307,0.15,0.457,23.6,24,0.1,60.7,-0.27,0.07,-1
112,0,2,1.1945,0.467,0.15,0.617,22.4,23,0.1,61,-0.26,0.06,1
113,0,1,1.1945,0.467,0.15,0.617,22.4,23,0.1,61,-0.26,0.06,2
114,0,2,1.1945,0.404,0.15,0.554,23.2,23.7,0.05,53.5,-0.25,0.06,0
115,1,2,0.9898,0.782,0.15,0.932,21.9,23.2,0.01,59.7,-0.25,0.06,1
116,1,2,1.1945,0.444,0.15,0.594,22.8,23.8,0.01,48.4,-0.25,0.06,-1
117,1,2,0.9898,0.444,0.15,0.594,24.6,25.2,0.1,47.3,-0.25,0.06,0
118,1,2,1.1945,0.645,0.15,0.795,22.8,23.3,0.3,58.9,-0.25,0.06,-1
119,1,2,1.1945,0.444,0.15,0.594,22.8,23.3,0.05,58.9,-0.25,0.06,0
120,1,2,1.1945,0.645,0.15,0.795,21.2,22.2,0.01,60,-0.24,0.06,0
121,1,1,1.1945,0.444,0.15,0.594,22.8,23.8,0.05,48.4,-0.24,0.06,-3
122,1,2,1.1945,0.444,0.15,0.594,22.8,23.8,0.05,48.4,-0.24,0.06,-1
123,1,2,0.9898,0.782,0.15,0.932,21.9,23.1,0.1,61.1,-0.23,0.06,1
124,1,2,0.9898,0.782,0.15,0.932,21.9,23.1,0.1,61.1,-0.23,0.06,0
125,1,1,1.1945,0.444,0.15,0.594,22.6,23.9,0.05,52.3,-0.23,0.06,-3
126,1,2,1.1945,0.444,0.15,0.594,23.6,24,0.18,60.7,-0.23,0.06,0
127,1,2,0.9898,0.782,0.15,0.932,22,23.2,0.1,59.2,-0.22,0.06,0
128,1,2,1.1945,0.307,0.15,0.457,23.8,24.3,0.01,62,-0.2,0.06,0
129,0,2,1.0751,0.089,0.15,0.239,27.2,27.7,0.32,76.8,-0.2,0.06,0
130,0,2,1.587,0.315,0.15,0.465,20.9,21.6,0.1,63.2,-0.19,0.06,0
131,1,2,1.1945,0.645,0.15,0.795,22.4,23,0.2,61,-0.19,0.06,-1
132,1,2,0.9898,0.444,0.15,0.594,24.4,25.1,0.05,60.1,-0.19,0.06,1
133,1,2,1.1945,0.645,0.15,0.795,21.8,22.3,0.05,57.4,-0.16,0.06,1
134,1,2,1.1945,0.307,0.15,0.457,24.2,24.2,0.05,61.3,-0.16,0.06,-1
135,1,1,1.1945,0.307,0.15,0.457,24.2,24.2,0.05,61.3,-0.16,0.06,2
136,0,2,1.1945,0.404,0.15,0.554,24.2,24.2,0.15,61.3,-0.13,0.05,1
137,1,2,0.9898,0.782,0.15,0.932,23.1,23.9,0.05,41.5,-0.1,0.05,0
138,0,2,1.1945,0.404,0.15,0.554,23.4,24,0.05,66.3,-0.09,0.05,0
139,1,1,1.1945,0.645,0.15,0.795,22.4,23,0.15,61,-0.09,0.05,-2
140,0,2,1.1945,0.404,0.15,0.554,24.4,25.1,0.2,60.1,-0.08,0.05,0
141,0,2,1.1455,0.045,0.15,0.195,26.9,27.2,0.18,83.6,-0.08,0.05,-1
142,1,2,1.1945,0.307,0.15,0.457,24.6,25.2,0.1,47.3,-0.03,0.05,0
143,1,2,1.1945,0.307,0.15,0.457,24.6,25.2,0.05,47.3,-0.03,0.05,0
144,1,1,1.1945,0.307,0.15,0.457,24.6,25.2,0.05,47.3,-0.03,0.05,-2
145,1,1,1.1945,0.444,0.15,0.594,23.6,24,0.08,60.7,-0.03,0.05,-3
146,0,2,1.1903,0.089,0.15,0.239,27.1,28,0.42,84.4,-0.03,0.05,0
147,1,1,1.1945,0.782,0.15,0.932,21.2,22.2,0.1,60,-0.01,0.05,-3
148,1,1,1.587,0.645,0.15,0.795,19.3,20.2,0.05,49.8,0,0.05,-2
149,0,2,1.1945,0.467,0.15,0.617,24.2,24.2,0.15,61.3,0.01,0.05,1
150,1,2,1.1945,0.307,0.15,0.457,24.4,25.1,0.05,60.1,0.01,0.05,0
151,1,2,1.1945,0.307,0.15,0.457,24.4,25.1,0.05,60.1,0.01,0.05,0
152,1,1,1.1945,0.645,0.15,0.795,22.8,23.5,0.05,42.9,0.03,0.05,-2
153,1,1,1.587,0.444,0.15,0.594,20.8,21.6,0.01,63.8,0.03,0.05,-2
154,1,2,0.849,0.214,0.15,0.364,28.4,28.6,0.12,75.3,0.03,0.05,-1
155,1,2,1.1945,0.444,0.15,0.594,23.8,24.3,0.01,62,0.05,0.05,0
156,1,2,1.1945,0.444,0.15,0.594,24.2,24.9,0.15,62.6,0.07,0.05,0
157,0,2,1.2009,0.045,0.15,0.195,27.8,28.1,0.41,81.8,0.07,0.05,-1
